brand,model,generation,eng_cap,prod_year,power,fuel_type,car_body,mileage,color,condition,transmission,origin,price,source
Opel,Corsa,E (2014-2019),1 398 cm3,2015,90 KM,Benzyna,Auta miejskie,133 600 km,Czarny,Używane,Manualna,Polska,31 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2012,75 KM,Diesel,Kompakt,219 000 km,Granatowy,Używane,Manualna,Unknown,17 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 598 cm3,2017,207 KM,Benzyna,Auta miejskie,9 000 km,Czerwony,Używane,Manualna,Niemcy,59 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2012,86 KM,Benzyna,Auta miejskie,174 386 km,Biały,Używane,Manualna,Unknown,20 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2011,90 KM,Benzyna,Auta miejskie,130 000 km,Biały,Używane,Manualna,Unknown,12 500PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,90 KM,Benzyna,Kompakt,47 000 km,Biały,Używane,Manualna,Unknown,31 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2022,75 KM,Benzyna,Auta miejskie,22 600 km,Pomarańczowy,Używane,Manualna,Unknown,62 000PLN,OTOMOTO
Opel,Corsa,Unknown,1 229 cm3,2012,85 KM,Benzyna,Auta miejskie,15 121 km,Szary,Używane,Manualna,Unknown,17 999PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2020,100 KM,Benzyna,Auta miejskie,26 000 km,Czarny,Używane,Manualna,Unknown,53 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,75 KM,Benzyna,Auta miejskie,19 137 km,Biały,Używane,Manualna,Polska,64 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2019,75 KM,Benzyna,Kompakt,23 581 km,Szary,Używane,Manualna,Polska,44 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 686 cm3,2009,130 KM,Diesel,Coupe,168 000 km,Biały,Używane,Manualna,Unknown,17 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,75 KM,Benzyna,Auta miejskie,83 951 km,Niebieski,Używane,Manualna,Polska,38 500PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2024,100 KM,Benzyna,Kompakt,2 km,Czerwony,Nowe,Manualna,Unknown,85 150PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta miejskie,106 000 km,Czarny,Używane,Manualna,Unknown,14 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta miejskie,106 000 km,Czarny,Używane,Manualna,Unknown,14 000PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,90 KM,Benzyna,Auta miejskie,63 778 km,Szary,Używane,Manualna,Niemcy,25 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna+LPG,Sedan,165 300 km,Błękitny,Używane,Manualna,Unknown,13 700PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2011,87 KM,Benzyna,Sedan,188 500 km,Srebrny,Używane,Manualna,Unknown,14 700PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2013,85 KM,Benzyna,Auta małe,132 000 km,Szary,Używane,Manualna,Unknown,18 700PLN,OTOMOTO
Opel,Corsa,F (2019-),1 499 cm3,2019,102 KM,Diesel,Auta miejskie,94 000 km,Szary,Używane,Manualna,Polska,49 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,80 KM,Benzyna,Kompakt,208 000 km,Srebrny,Używane,Manualna,Polska,7 200PLN,OTOMOTO
Opel,Corsa,C (2000-2006),973 cm3,2001,58 KM,Benzyna,Auta małe,209 808 km,Granatowy,Używane,Manualna,Niemcy,2 990PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,70 KM,Benzyna,Kompakt,160 000 km,Czerwony,Używane,Manualna,Unknown,23 500PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2024,100 KM,Benzyna,Auta miejskie,1 km,Srebrny,Nowe,Manualna,Polska,79 300PLN,OTOMOTO
Opel,Corsa,B (1993-2000),1 389 cm3,1997,60 KM,Benzyna,Auta małe,240 000 km,Niebieski,Używane,Manualna,Unknown,2 200PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 364 cm3,2018,100 KM,Benzyna,Auta małe,130 000 km,Czarny,Używane,Manualna,Niemcy,34 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),998 cm3,2006,60 KM,Benzyna,Auta miejskie,125 384 km,Czarny,Używane,Manualna,Niemcy,5 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2024,100 KM,Benzyna,Kompakt,1 km,Szary,Nowe,Manualna,Polska,85 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2008,75 KM,Diesel,Auta małe,332 522 km,Biały,Używane,Manualna,Polska,4 900PLN,OTOMOTO
Opel,Corsa,F (2019-),Unknown,2023,156 KM,Elektryczny,Kompakt,5 km,Szary,Nowe,Automatyczna,Polska,173 990PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2024,100 KM,Benzyna,Kompakt,5 km,Czerwony,Nowe,Automatyczna,Polska,102 990PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta miejskie,138 500 km,Czarny,Używane,Manualna,Niemcy,14 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Kompakt,94 016 km,Żółty,Używane,Automatyczna,Niemcy,14 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2013,85 KM,Benzyna,Auta miejskie,175 338 km,Srebrny,Używane,Manualna,Niemcy,23 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,85 KM,Benzyna+LPG,Kompakt,162 000 km,Czarny,Używane,Manualna,Unknown,20 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 248 cm3,2004,70 KM,Diesel,Kompakt,333 433 km,Błękitny,Używane,Manualna,Unknown,2 200PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Kompakt,223 600 km,Inny kolor,Używane,Manualna,Unknown,10 900PLN,OTOMOTO
Opel,Corsa,F (2019-),Unknown,2023,136 KM,Elektryczny,Kompakt,10 522 km,Szary,Używane,Automatyczna,Unknown,119 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 686 cm3,2008,125 KM,Diesel,Kompakt,138 300 km,Czarny,Używane,Manualna,Polska,12 999PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2008,75 KM,Diesel,Auta miejskie,204 800 km,Granatowy,Używane,Manualna,Polska,5 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2008,65 KM,Benzyna,Auta miejskie,174 582 km,Żółty,Używane,Manualna,Unknown,9 990PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2012,70 KM,Benzyna,Kompakt,204 035 km,Czarny,Używane,Manualna,Unknown,17 400PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,75 KM,Benzyna,Auta miejskie,1 km,Biały,Nowe,Manualna,Polska,69 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2014,65 KM,Benzyna,Kompakt,174 489 km,Niebieski,Używane,Manualna,Unknown,16 900PLN,OTOMOTO
Opel,Corsa,F (2019-),999 cm3,2018,115 KM,Benzyna,Auta miejskie,54 500 km,Srebrny,Używane,Manualna,Unknown,44 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),998 cm3,2005,60 KM,Benzyna+LPG,Kompakt,202 000 km,Biały,Używane,Manualna,Unknown,5 600PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2021,75 KM,Benzyna,Kompakt,27 410 km,Szary,Używane,Manualna,Polska,55 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2011,87 KM,Benzyna,Auta miejskie,161 000 km,Czarny,Używane,Manualna,Unknown,11 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,80 KM,Benzyna,Auta miejskie,160 000 km,Srebrny,Używane,Manualna,Unknown,11 999PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,90 KM,Benzyna+LPG,Kompakt,133 871 km,Biały,Używane,Manualna,Polska,35 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2011,101 KM,Benzyna+LPG,Kompakt,115 877 km,Niebieski,Używane,Manualna,Unknown,25 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,70 KM,Benzyna,Kompakt,209 000 km,Czarny,Używane,Manualna,Niemcy,14 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2009,60 KM,Benzyna,Auta miejskie,99 950 km,Czarny,Używane,Manualna,Niemcy,14 950PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2011,85 KM,Benzyna,Auta miejskie,150 000 km,Czarny,Używane,Manualna,Niemcy,11 700PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,90 KM,Benzyna,Auta miejskie,142 500 km,Biały,Używane,Manualna,Unknown,34 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),998 cm3,2004,60 KM,Benzyna,Auta małe,200 000 km,Czarny,Używane,Manualna,Unknown,4 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2007,90 KM,Benzyna,Auta miejskie,174 000 km,Czarny,Używane,Manualna,Unknown,13 500PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2021,100 KM,Benzyna,Auta małe,19 684 km,Czerwony,Używane,Manualna,Unknown,61 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,87 KM,Benzyna,Auta małe,200 000 km,Srebrny,Używane,Manualna,Niemcy,9 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2013,85 KM,Benzyna,Auta miejskie,133 911 km,Beżowy,Używane,Manualna,Polska,25 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,80 KM,Benzyna,Auta miejskie,160 000 km,Niebieski,Używane,Automatyczna,Niemcy,21 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2009,90 KM,Benzyna,Auta miejskie,105 419 km,Czarny,Używane,Manualna,Polska,15 900PLN,OTOMOTO
Opel,Corsa,F (2019-),Unknown,2020,136 KM,Elektryczny,Auta miejskie,88 000 km,Inny kolor,Używane,Automatyczna,Unknown,28 500PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,90 KM,Benzyna,Auta miejskie,25 616 km,Czarny,Używane,Automatyczna,Niemcy,44 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,70 KM,Benzyna,Auta miejskie,136 000 km,Czerwony,Używane,Manualna,Niemcy,16 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),998 cm3,2005,60 KM,Benzyna,Kompakt,165 000 km,Czerwony,Używane,Manualna,Unknown,4 800PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 000 cm3,2008,70 KM,Benzyna,Auta miejskie,146 555 km,Niebieski,Używane,Manualna,Niemcy,9 999PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2008,90 KM,Diesel,Auta miejskie,146 555 km,Srebrny,Używane,Manualna,Niemcy,10 999PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2021,75 KM,Benzyna,Auta miejskie,3 500 km,Niebieski,Używane,Manualna,Niemcy,55 500PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,75 KM,Benzyna,Auta miejskie,21 934 km,Pomarańczowy,Używane,Manualna,Polska,63 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 598 cm3,2007,192 KM,Benzyna,Auta miejskie,199 000 km,Niebieski,Używane,Manualna,Unknown,22 000PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 199 cm3,2004,75 KM,Benzyna,Kompakt,167 643 km,Srebrny,Używane,Manualna,Niemcy,6 800PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,80 KM,Benzyna,Kompakt,107 232 km,Szary,Używane,Manualna,Niemcy,25 950PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,87 KM,Benzyna,Auta miejskie,150 000 km,Szary,Używane,Manualna,Niemcy,17 800PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Auta miejskie,186 000 km,Biały,Używane,Manualna,Niemcy,12 700PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2013,65 KM,Benzyna,Auta małe,102 730 km,Granatowy,Używane,Manualna,Unknown,17 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,100 KM,Benzyna,Sedan,190 529 km,Biały,Używane,Manualna,Unknown,14 000PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 248 cm3,2017,75 KM,Diesel,Kompakt,110 000 km,Szary,Używane,Manualna,Unknown,15 700PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,90 KM,Benzyna,Kompakt,15 000 km,Szary,Używane,Automatyczna,Unknown,44 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Auta małe,317 000 km,Czarny,Używane,Manualna,Unknown,8 900PLN,OTOMOTO
Opel,Corsa,F (2019-),Unknown,2023,136 KM,Elektryczny,Auta miejskie,3 km,Czerwony,Nowe,Manualna,Unknown,135 240PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 389 cm3,2002,90 KM,Benzyna,Kompakt,255 000 km,Srebrny,Używane,Manualna,Niemcy,6 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2011,85 KM,Benzyna,Auta miejskie,165 150 km,Beżowy,Używane,Manualna,Belgia,18 900PLN,OTOMOTO
Opel,Corsa,B (1993-2000),1 199 cm3,2000,65 KM,Benzyna,Auta małe,181 000 km,Granatowy,Używane,Manualna,Unknown,1 500PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,90 KM,Benzyna,Auta miejskie,159 000 km,Srebrny,Używane,Manualna,Szwecja,29 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 598 cm3,2010,192 KM,Benzyna,Auta małe,255 539 km,Biały,Używane,Manualna,Niemcy,35 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2010,90 KM,Benzyna,Kompakt,115 000 km,Inny kolor,Używane,Manualna,Niemcy,16 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2011,86 KM,Benzyna,Kompakt,146 000 km,Czarny,Używane,Manualna,Unknown,21 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2009,60 KM,Benzyna,Auta małe,150 119 km,Niebieski,Używane,Manualna,Niemcy,6 400PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta małe,175 500 km,Czarny,Używane,Manualna,Niemcy,15 800PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2022,100 KM,Benzyna,Auta małe,35 400 km,Niebieski,Używane,Automatyczna,Unknown,69 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,100 KM,Benzyna,Auta małe,6 033 km,Czarny,Używane,Automatyczna,Unknown,49 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Kompakt,107 557 km,Czarny,Używane,Manualna,Niemcy,12 900PLN,OTOMOTO
Opel,Corsa,B (1993-2000),1 389 cm3,1997,60 KM,Benzyna,Auta małe,280 000 km,Czerwony,Używane,Manualna,Unknown,1 500PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 229 cm3,2005,80 KM,Benzyna,Auta miejskie,119 000 km,Srebrny,Używane,Manualna,Polska,8 200PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,90 KM,Benzyna,Auta małe,44 173 km,Srebrny,Używane,Manualna,Francja,24 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,75 KM,Benzyna,Kompakt,77 000 km,Biały,Używane,Manualna,Unknown,33 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),998 cm3,2014,65 KM,Benzyna,Kompakt,87 000 km,Beżowy,Używane,Manualna,Polska,24 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2007,80 KM,Benzyna,Auta miejskie,170 000 km,Błękitny,Używane,Manualna,Unknown,5 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Auta miejskie,200 000 km,Czarny,Używane,Manualna,Niemcy,14 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2019,90 KM,Benzyna,Auta miejskie,62 009 km,Czarny,Używane,Manualna,Niemcy,41 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2008,75 KM,Diesel,Kompakt,167 000 km,Srebrny,Używane,Manualna,Polska,7 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2019,90 KM,Benzyna+LPG,Kompakt,124 541 km,Czarny,Używane,Manualna,Polska,39 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta miejskie,159 000 km,Czerwony,Używane,Manualna,Niemcy,14 999PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,75 KM,Benzyna,Kompakt,38 317 km,Szary,Używane,Manualna,Polska,42 000PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2007,80 KM,Benzyna,Auta miejskie,186 900 km,Szary,Używane,Manualna,Niemcy,10 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 796 cm3,2002,125 KM,Benzyna,Kompakt,156 000 km,Czarny,Używane,Manualna,Niemcy,7 999PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 248 cm3,2004,70 KM,Diesel,Auta miejskie,342 420 km,Srebrny,Używane,Manualna,Unknown,3 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2012,75 KM,Diesel,Kompakt,230 057 km,Błękitny,Używane,Manualna,Niemcy,11 200PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,86 KM,Benzyna,Kompakt,159 145 km,Srebrny,Używane,Manualna,Unknown,15 400PLN,OTOMOTO
Opel,Corsa,F (2019-),1 200 cm3,2020,100 KM,Benzyna,Auta miejskie,35 200 km,Niebieski,Używane,Automatyczna,Polska,62 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2019,90 KM,Benzyna,Kompakt,164 173 km,Biały,Używane,Manualna,Polska,35 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2008,75 KM,Diesel,Kompakt,136 000 km,Granatowy,Używane,Manualna,Polska,6 400PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2007,80 KM,Benzyna,Auta miejskie,168 000 km,Srebrny,Używane,Manualna,Unknown,9 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2009,90 KM,Benzyna,Auta miejskie,120 000 km,Czerwony,Używane,Manualna,Niemcy,17 400PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2024,100 KM,Benzyna,Auta małe,5 km,Niebieski,Nowe,Automatyczna,Polska,97 700PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2007,80 KM,Benzyna,Kompakt,167 000 km,Srebrny,Używane,Manualna,Niemcy,12 800PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 229 cm3,2006,70 KM,Benzyna,Auta małe,114 500 km,Srebrny,Używane,Manualna,Unknown,8 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2008,90 KM,Diesel,Kompakt,165 000 km,Srebrny,Używane,Manualna,Polska,13 100PLN,OTOMOTO
Opel,Corsa,C (2000-2006),1 199 cm3,2002,75 KM,Benzyna,Kompakt,140 000 km,Czarny,Używane,Manualna,Unknown,4 449PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta miejskie,150 000 km,Czerwony,Używane,Manualna,Unknown,14 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2012,75 KM,Diesel,Auta miejskie,117 814 km,Biały,Używane,Manualna,Unknown,19 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2012,80 KM,Benzyna,Auta miejskie,189 365 km,Srebrny,Używane,Manualna,Niemcy,16 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 229 cm3,2019,70 KM,Benzyna,Auta małe,88 830 km,Srebrny,Używane,Manualna,Unknown,39 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2018,90 KM,Benzyna,Auta miejskie,77 000 km,Czarny,Używane,Automatyczna,Polska,44 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 499 cm3,2019,102 KM,Diesel,Auta miejskie,66 600 km,Szary,Używane,Manualna,Polska,49 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Kompakt,184 175 km,Inny kolor,Używane,Manualna,Niemcy,13 600PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2017,75 KM,Benzyna,Kompakt,68 902 km,Szary,Używane,Manualna,Unknown,36 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2010,86 KM,Benzyna,Kompakt,193 000 km,Szary,Używane,Manualna,Unknown,14 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2019,90 KM,Benzyna,Kompakt,192 388 km,Srebrny,Używane,Manualna,Polska,24 850PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2015,90 KM,Benzyna,Auta miejskie,159 000 km,Czerwony,Używane,Manualna,Unknown,25 600PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2007,80 KM,Benzyna,Auta małe,206 000 km,Srebrny,Używane,Manualna,Polska,8 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Auta miejskie,140 000 km,Srebrny,Używane,Manualna,Niemcy,14 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta miejskie,162 000 km,Czerwony,Używane,Manualna,Niemcy,10 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2015,90 KM,Benzyna,Kompakt,163 436 km,Biały,Używane,Manualna,Holandia,26 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2019,75 KM,Benzyna,Auta miejskie,34 200 km,Pomarańczowy,Używane,Manualna,Polska,53 000PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,75 KM,Benzyna,Auta miejskie,13 508 km,Srebrny,Używane,Manualna,Francja,26 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Auta miejskie,196 000 km,Inny kolor,Używane,Manualna,Francja,5 400PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,75 KM,Benzyna,Kompakt,19 000 km,Czarny,Używane,Manualna,Polska,62 899PLN,OTOMOTO
Opel,Corsa,F (2019-),Unknown,2023,136 KM,Elektryczny,Kompakt,5 km,Biały,Nowe,Automatyczna,Polska,143 990PLN,OTOMOTO
Opel,Corsa,C (2000-2006),973 cm3,2001,58 KM,Benzyna,Auta małe,214 000 km,Srebrny,Używane,Manualna,Unknown,2 700PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2013,75 KM,Diesel,Kompakt,181 500 km,Granatowy,Używane,Manualna,Polska,19 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2013,75 KM,Diesel,Kompakt,181 500 km,Granatowy,Używane,Manualna,Polska,19 500PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2024,100 KM,Benzyna,Kompakt,4 km,Szary,Nowe,Manualna,Polska,87 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2009,80 KM,Benzyna,Auta małe,224 000 km,Złoty,Używane,Manualna,Unknown,12 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 598 cm3,2011,210 KM,Benzyna,Kompakt,199 123 km,Czarny,Używane,Manualna,Unknown,39 000PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2019,90 KM,Benzyna+LPG,Auta miejskie,103 737 km,Biały,Używane,Manualna,Polska,39 900PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2021,100 KM,Benzyna,Auta małe,52 063 km,Czarny,Używane,Manualna,Unknown,15 900PLN,OTOMOTO
Opel,Corsa,C (2000-2006),998 cm3,2004,60 KM,Benzyna,Auta miejskie,95 878 km,Czerwony,Używane,Manualna,Polska,4 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2009,90 KM,Benzyna+LPG,Auta miejskie,255 000 km,Srebrny,Używane,Manualna,Unknown,15 000PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2022,75 KM,Benzyna,Auta miejskie,23 000 km,Biały,Używane,Manualna,Polska,64 300PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 398 cm3,2013,100 KM,Benzyna,Auta miejskie,196 517 km,Biały,Używane,Manualna,Niemcy,19 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2014,70 KM,Benzyna,Auta miejskie,120 380 km,Szary,Używane,Manualna,Niemcy,23 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2015,90 KM,Benzyna,Auta miejskie,153 000 km,Zielony,Używane,Automatyczna,Unknown,39 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2019,90 KM,Benzyna+LPG,Auta miejskie,77 288 km,Czerwony,Używane,Manualna,Polska,48 800PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 364 cm3,2014,120 KM,Benzyna,Kompakt,129 000 km,Biały,Używane,Manualna,Szwajcaria,29 900PLN,OTOMOTO
Opel,Corsa,E (2014-2019),1 398 cm3,2016,75 KM,Benzyna,Auta małe,157 000 km,Biały,Używane,Manualna,Unknown,32 800PLN,OTOMOTO
Opel,Corsa,F (2019-),1 199 cm3,2023,100 KM,Benzyna,Auta miejskie,5 km,Biały,Nowe,Automatyczna,Polska,85 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 248 cm3,2014,75 KM,Diesel,Kompakt,210 000 km,Biały,Używane,Manualna,Unknown,13 500PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 229 cm3,2008,80 KM,Benzyna,Kompakt,164 100 km,Czerwony,Używane,Manualna,Unknown,13 900PLN,OTOMOTO
Opel,Corsa,D (2006-2014),1 400 cm3,2011,101 KM,Benzyna,Auta miejskie,163 000 km,Czarny,Używane,Manualna,Niemcy,19 800PLN,OTOMOTO
